part_type	order_year	order_quarter	num_orders	price_stddev
LARGE POLISHED TIN	1993	4	685	87696.627
LARGE POLISHED TIN	1996	4	15	73404.2819
LARGE POLISHED TIN	1997	1	80	82779.2087
LARGE POLISHED TIN	1997	2	56	78950.1012
LARGE POLISHED TIN	1997	3	74	73389.7526
LARGE POLISHED TIN	1997	4	70	86745.1823
LARGE POLISHED TIN	1998	1	66	84512.0175
LARGE POLISHED TIN	1998	2	67	78643.8496
LARGE POLISHED TIN	1998	3	19	98447.3277
MEDIUM ANODIZED BRASS	1993	3	808	82892.2374
MEDIUM ANODIZED BRASS	1993	4	662	84467.9717
MEDIUM ANODIZED BRASS	1996	4	18	88468.3845
MEDIUM ANODIZED BRASS	1997	1	70	93533.7525
MEDIUM ANODIZED BRASS	1997	2	74	76958.5762
MEDIUM ANODIZED BRASS	1997	3	65	83882.9283
MEDIUM ANODIZED BRASS	1997	4	73	82039.7351
MEDIUM ANODIZED BRASS	1998	1	64	81536.212
MEDIUM ANODIZED BRASS	1998	2	54	78799.0138
MEDIUM ANODIZED BRASS	1998	3	28	69573.0453
MEDIUM ANODIZED COPPER	1993	3	794	82648.8167
MEDIUM ANODIZED COPPER	1993	4	710	83437.0234
MEDIUM ANODIZED COPPER	1996	4	18	81887.0004
MEDIUM ANODIZED COPPER	1997	1	67	89990.5245
MEDIUM ANODIZED COPPER	1997	2	65	88308.634
MEDIUM ANODIZED COPPER	1997	3	73	75060.9894
MEDIUM ANODIZED COPPER	1997	4	57	79427.4007
MEDIUM ANODIZED COPPER	1998	1	60	75318.9263
MEDIUM ANODIZED COPPER	1998	2	74	84964.2381
MEDIUM ANODIZED COPPER	1998	3	19	76684.4002
MEDIUM ANODIZED NICKEL	1993	3	846	84950.02
MEDIUM ANODIZED NICKEL	1993	4	674	79525.5418
MEDIUM ANODIZED NICKEL	1996	4	15	72551.8377
MEDIUM ANODIZED NICKEL	1997	1	54	101425.6666
MEDIUM ANODIZED NICKEL	1997	2	60	78330.2702
MEDIUM ANODIZED NICKEL	1997	3	75	72872.776
MEDIUM ANODIZED NICKEL	1997	4	69	84590.1496
MEDIUM ANODIZED NICKEL	1998	1	71	84997.9107
MEDIUM ANODIZED NICKEL	1998	2	52	73955.1869
MEDIUM ANODIZED NICKEL	1998	3	14	91236.815
MEDIUM ANODIZED STEEL	1993	3	1467	84187.3667
MEDIUM ANODIZED STEEL	1993	4	1234	84147.5439
MEDIUM ANODIZED STEEL	1996	4	25	76342.7428
MEDIUM ANODIZED STEEL	1997	1	164	76773.749
MEDIUM ANODIZED STEEL	1997	2	113	86336.7534
MEDIUM ANODIZED STEEL	1997	3	143	87460.1741
MEDIUM ANODIZED STEEL	1997	4	97	79605.6125
MEDIUM ANODIZED STEEL	1998	1	149	83623.3236
MEDIUM ANODIZED STEEL	1998	2	122	84678.1652
MEDIUM ANODIZED STEEL	1998	3	40	82927.9893
MEDIUM ANODIZED TIN	1993	3	786	82764.9221
MEDIUM ANODIZED TIN	1993	4	721	83602.3145
MEDIUM ANODIZED TIN	1996	4	11	90625.414
MEDIUM ANODIZED TIN	1997	1	71	81665.793
MEDIUM ANODIZED TIN	1997	2	63	90361.4762
MEDIUM ANODIZED TIN	1997	3	74	82721.8161
MEDIUM ANODIZED TIN	1997	4	74	99846.398
MEDIUM ANODIZED TIN	1998	1	70	76951.2031
MEDIUM ANODIZED TIN	1998	2	71	78778.6521
MEDIUM ANODIZED TIN	1998	3	23	83006.0909
MEDIUM BRUSHED BRASS	1993	3	1439	85058.2925
MEDIUM BRUSHED BRASS	1993	4	1244	83585.9773
MEDIUM BRUSHED BRASS	1996	4	43	63054.8859
MEDIUM BRUSHED BRASS	1997	1	155	83962.884
MEDIUM BRUSHED BRASS	1997	2	121	79425.6396
MEDIUM BRUSHED BRASS	1997	3	124	79948.1442
MEDIUM BRUSHED BRASS	1997	4	121	91283.6845
MEDIUM BRUSHED BRASS	1998	1	111	84051.4255
MEDIUM BRUSHED BRASS	1998	2	115	83086.8107
MEDIUM BRUSHED BRASS	1998	3	37	85048.1945
MEDIUM BRUSHED COPPER	1993	3	807	79149.9446
MEDIUM BRUSHED COPPER	1993	4	678	85245.4171
MEDIUM BRUSHED COPPER	1996	4	15	94414.9987
MEDIUM BRUSHED COPPER	1997	1	67	87885.7542
MEDIUM BRUSHED COPPER	1997	2	63	86424.8272
MEDIUM BRUSHED COPPER	1997	3	73	80092.2596
MEDIUM BRUSHED COPPER	1997	4	71	83361.9253
MEDIUM BRUSHED COPPER	1998	1	79	83817.6109
MEDIUM BRUSHED COPPER	1998	2	66	78502.5744
MEDIUM BRUSHED COPPER	1998	3	32	78624.7397
MEDIUM BRUSHED NICKEL	1993	3	772	83274.1805
MEDIUM BRUSHED NICKEL	1993	4	708	83430.5448
MEDIUM BRUSHED NICKEL	1996	4	24	85766.8789
MEDIUM BRUSHED NICKEL	1997	1	56	91703.13
MEDIUM BRUSHED NICKEL	1997	2	60	81761.4432
MEDIUM BRUSHED NICKEL	1997	3	74	79616.8463
MEDIUM BRUSHED NICKEL	1997	4	77	72989.2254
MEDIUM BRUSHED NICKEL	1998	1	75	92860.0351
MEDIUM BRUSHED NICKEL	1998	2	75	74422.2689
MEDIUM BRUSHED NICKEL	1998	3	19	64268.7631
MEDIUM BRUSHED STEEL	1993	3	770	83151.2264
MEDIUM BRUSHED STEEL	1993	4	685	81842.64
MEDIUM BRUSHED STEEL	1996	4	21	71369.8437
MEDIUM BRUSHED STEEL	1997	1	67	73006.8897
MEDIUM BRUSHED STEEL	1997	2	61	73286.0994
MEDIUM BRUSHED STEEL	1997	3	73	95124.6833
MEDIUM BRUSHED STEEL	1997	4	72	87516.4153
MEDIUM BRUSHED STEEL	1998	1	65	82605.2635
MEDIUM BRUSHED STEEL	1998	2	59	79449.9928
MEDIUM BRUSHED STEEL	1998	3	27	75166.7556
MEDIUM BRUSHED TIN	1993	3	1729	82359.2591
MEDIUM BRUSHED TIN	1993	4	1413	83217.5473
MEDIUM BRUSHED TIN	1996	4	45	64561.9708
MEDIUM BRUSHED TIN	1997	1	153	81874.5481
MEDIUM BRUSHED TIN	1997	2	138	80819.9483
MEDIUM BRUSHED TIN	1997	3	145	75594.6125
MEDIUM BRUSHED TIN	1997	4	138	88960.866
MEDIUM BRUSHED TIN	1998	1	161	80459.5577
MEDIUM BRUSHED TIN	1998	2	162	82158.8285
MEDIUM BRUSHED TIN	1998	3	40	74464.9557
MEDIUM BURNISHED BRASS	1993	3	769	83239.8315
MEDIUM BURNISHED BRASS	1993	4	645	85539.4787
MEDIUM BURNISHED BRASS	1996	4	13	62778.9712
MEDIUM BURNISHED BRASS	1997	1	71	83604.5133
MEDIUM BURNISHED BRASS	1997	2	68	84926.0518
MEDIUM BURNISHED BRASS	1997	3	60	87233.2956
MEDIUM BURNISHED BRASS	1997	4	77	85671.0967
MEDIUM BURNISHED BRASS	1998	1	69	78432.6483
MEDIUM BURNISHED BRASS	1998	2	59	79836.7128
MEDIUM BURNISHED BRASS	1998	3	24	77856.5019
MEDIUM BURNISHED COPPER	1993	3	1784	81557.1749
MEDIUM BURNISHED COPPER	1993	4	1510	84549.9563
MEDIUM BURNISHED COPPER	1996	4	37	77801.1986
MEDIUM BURNISHED COPPER	1997	1	144	79536.6246
MEDIUM BURNISHED COPPER	1997	2	136	85711.9032
MEDIUM BURNISHED COPPER	1997	3	158	79405.7609
MEDIUM BURNISHED COPPER	1997	4	166	76912.4798
MEDIUM BURNISHED COPPER	1998	1	129	77843.5015
MEDIUM BURNISHED COPPER	1998	2	159	78240.7064
MEDIUM BURNISHED COPPER	1998	3	44	62869.5808
MEDIUM BURNISHED NICKEL	1993	3	815	82446.0441
MEDIUM BURNISHED NICKEL	1993	4	679	81327.6843
MEDIUM BURNISHED NICKEL	1996	4	11	75429.714
MEDIUM BURNISHED NICKEL	1997	1	73	82899.8506
MEDIUM BURNISHED NICKEL	1997	2	78	97822.7938
MEDIUM BURNISHED NICKEL	1997	3	81	71567.3321
MEDIUM BURNISHED NICKEL	1997	4	73	83133.9665
MEDIUM BURNISHED NICKEL	1998	1	78	78412.0658
MEDIUM BURNISHED NICKEL	1998	2	63	70412.1357
MEDIUM BURNISHED NICKEL	1998	3	27	94752.509
MEDIUM BURNISHED STEEL	1993	3	807	81714.2627
MEDIUM BURNISHED STEEL	1993	4	649	85477.7709
MEDIUM BURNISHED STEEL	1996	4	14	86466.3493
MEDIUM BURNISHED STEEL	1997	1	71	87278.1578
MEDIUM BURNISHED STEEL	1997	2	68	90288.7797
MEDIUM BURNISHED STEEL	1997	3	65	84089.3628
MEDIUM BURNISHED STEEL	1997	4	68	69772.7334
MEDIUM BURNISHED STEEL	1998	1	59	81017.8068
MEDIUM BURNISHED STEEL	1998	2	71	75648.7928
MEDIUM BURNISHED STEEL	1998	3	22	100010.1472
MEDIUM BURNISHED TIN	1993	3	799	80325.3278
MEDIUM BURNISHED TIN	1993	4	671	82421.5453
MEDIUM BURNISHED TIN	1996	4	17	73830.7564
MEDIUM BURNISHED TIN	1997	1	66	74848.197
MEDIUM BURNISHED TIN	1997	2	56	94863.4864
MEDIUM BURNISHED TIN	1997	3	61	73437.7212
MEDIUM BURNISHED TIN	1997	4	68	79976.943
MEDIUM BURNISHED TIN	1998	1	70	73755.1257
MEDIUM BURNISHED TIN	1998	2	60	83381.1025
MEDIUM BURNISHED TIN	1998	3	22	68154.1852
MEDIUM PLATED BRASS	1993	3	813	84914.9428
MEDIUM PLATED BRASS	1993	4	667	84979.2158
MEDIUM PLATED BRASS	1996	4	15	85878.9587
MEDIUM PLATED BRASS	1997	1	74	88827.9483
MEDIUM PLATED BRASS	1997	2	61	79805.9426
MEDIUM PLATED BRASS	1997	3	82	94323.0938
MEDIUM PLATED BRASS	1997	4	71	83582.173
MEDIUM PLATED BRASS	1998	1	45	87941.4412
MEDIUM PLATED BRASS	1998	2	65	86852.9667
MEDIUM PLATED BRASS	1998	3	21	91498.1409
MEDIUM PLATED COPPER	1993	3	942	84062.8273
MEDIUM PLATED COPPER	1993	4	808	81410.5898
MEDIUM PLATED COPPER	1996	4	18	71769.7346
MEDIUM PLATED COPPER	1997	1	87	91655.5439
MEDIUM PLATED COPPER	1997	2	78	95446.3959
MEDIUM PLATED COPPER	1997	3	84	73405.2163
MEDIUM PLATED COPPER	1997	4	68	89377.2023
MEDIUM PLATED COPPER	1998	1	90	76865.2014
MEDIUM PLATED COPPER	1998	2	105	72974.7235
MEDIUM PLATED COPPER	1998	3	36	89255.8575
MEDIUM PLATED NICKEL	1993	3	787	81760.6511
MEDIUM PLATED NICKEL	1993	4	650	80259.4208
MEDIUM PLATED NICKEL	1996	4	16	75238.6771
MEDIUM PLATED NICKEL	1997	1	75	86364.5293
MEDIUM PLATED NICKEL	1997	2	66	82241.4295
MEDIUM PLATED NICKEL	1997	3	66	83221.2446
MEDIUM PLATED NICKEL	1997	4	69	90157.8166
MEDIUM PLATED NICKEL	1998	1	72	76963.2493
MEDIUM PLATED NICKEL	1998	2	62	83931.3423
MEDIUM PLATED NICKEL	1998	3	14	86485.7037
MEDIUM PLATED STEEL	1993	3	810	83041.0455
MEDIUM PLATED STEEL	1993	4	692	83877.0512
MEDIUM PLATED STEEL	1996	4	12	79887.6389
MEDIUM PLATED STEEL	1997	1	64	75208.4875
MEDIUM PLATED STEEL	1997	2	74	96334.4264
MEDIUM PLATED STEEL	1997	3	61	86301.3995
MEDIUM PLATED STEEL	1997	4	82	93312.9792
MEDIUM PLATED STEEL	1998	1	65	83474.8974
MEDIUM PLATED STEEL	1998	2	45	78255.6188
MEDIUM PLATED STEEL	1998	3	27	80498.3338
MEDIUM PLATED TIN	1993	3	860	83559.3515
MEDIUM PLATED TIN	1993	4	641	84930.5241
MEDIUM PLATED TIN	1996	4	12	76495.3993
MEDIUM PLATED TIN	1997	1	61	77764.963
MEDIUM PLATED TIN	1997	2	77	93858.3494
MEDIUM PLATED TIN	1997	3	72	81286.7097
MEDIUM PLATED TIN	1997	4	69	86280.1966
MEDIUM PLATED TIN	1998	1	66	75732.8499
MEDIUM PLATED TIN	1998	2	75	72262.8801
MEDIUM PLATED TIN	1998	3	26	84209.8885
MEDIUM POLISHED BRASS	1992	4	4	0.0
MEDIUM POLISHED BRASS	1993	3	2058	83200.7412
MEDIUM POLISHED BRASS	1993	4	1718	83959.8074
MEDIUM POLISHED BRASS	1996	4	61	69535.5258
MEDIUM POLISHED BRASS	1997	1	166	74113.7329
MEDIUM POLISHED BRASS	1997	2	173	87117.561
MEDIUM POLISHED BRASS	1997	3	192	82545.3901
MEDIUM POLISHED BRASS	1997	4	178	81155.9272
MEDIUM POLISHED BRASS	1998	1	170	83798.9847
MEDIUM POLISHED BRASS	1998	2	190	82432.4596
MEDIUM POLISHED BRASS	1998	3	63	100127.3796
MEDIUM POLISHED COPPER	1993	3	837	82752.0604
MEDIUM POLISHED COPPER	1993	4	666	84608.3451
MEDIUM POLISHED COPPER	1996	4	18	77754.0195
MEDIUM POLISHED COPPER	1997	1	65	83368.4272
MEDIUM POLISHED COPPER	1997	2	56	83373.0478
MEDIUM POLISHED COPPER	1997	3	48	83435.8823
MEDIUM POLISHED COPPER	1997	4	83	79824.6468
MEDIUM POLISHED COPPER	1998	1	69	80355.4317
MEDIUM POLISHED COPPER	1998	2	70	77957.3521
MEDIUM POLISHED COPPER	1998	3	23	91523.4399
MEDIUM POLISHED NICKEL	1993	3	791	83324.6458
MEDIUM POLISHED NICKEL	1993	4	634	81560.3717
MEDIUM POLISHED NICKEL	1996	4	12	92906.8933
MEDIUM POLISHED NICKEL	1997	1	64	75341.0124
MEDIUM POLISHED NICKEL	1997	2	75	88411.8715
MEDIUM POLISHED NICKEL	1997	3	83	74179.1575
MEDIUM POLISHED NICKEL	1997	4	61	81083.2567
MEDIUM POLISHED NICKEL	1998	1	80	88376.182
MEDIUM POLISHED NICKEL	1998	2	82	82336.363
MEDIUM POLISHED NICKEL	1998	3	27	62401.0871
MEDIUM POLISHED STEEL	1993	3	1335	81634.1371
MEDIUM POLISHED STEEL	1993	4	1174	80394.8258
MEDIUM POLISHED STEEL	1996	4	27	85915.3969
MEDIUM POLISHED STEEL	1997	1	117	95320.2633
MEDIUM POLISHED STEEL	1997	2	107	81222.0899
MEDIUM POLISHED STEEL	1997	3	139	78647.7958
MEDIUM POLISHED STEEL	1997	4	127	84598.4532
MEDIUM POLISHED STEEL	1998	1	112	84170.8411
MEDIUM POLISHED STEEL	1998	2	122	91117.4812
MEDIUM POLISHED STEEL	1998	3	53	94397.8215
MEDIUM POLISHED TIN	1993	3	804	82907.3892
MEDIUM POLISHED TIN	1993	4	675	83464.0093
MEDIUM POLISHED TIN	1996	4	11	80367.4888
MEDIUM POLISHED TIN	1997	1	73	78243.9171
MEDIUM POLISHED TIN	1997	2	35	75632.5044
MEDIUM POLISHED TIN	1997	3	54	72585.5604
MEDIUM POLISHED TIN	1997	4	61	77339.6576
MEDIUM POLISHED TIN	1998	1	62	79109.3004
MEDIUM POLISHED TIN	1998	2	67	75928.1593
MEDIUM POLISHED TIN	1998	3	20	76520.9633
PROMO ANODIZED BRASS	1993	3	737	81697.8449
PROMO ANODIZED BRASS	1993	4	704	85375.3971
PROMO ANODIZED BRASS	1996	4	16	92812.5739
PROMO ANODIZED BRASS	1997	1	73	81008.1201
PROMO ANODIZED BRASS	1997	2	62	92350.0786
PROMO ANODIZED BRASS	1997	3	61	85041.6746
PROMO ANODIZED BRASS	1997	4	68	79087.7332
PROMO ANODIZED BRASS	1998	1	74	86240.2068
PROMO ANODIZED BRASS	1998	2	63	71000.0857
PROMO ANODIZED BRASS	1998	3	20	94823.8147
PROMO ANODIZED COPPER	1993	3	1099	81207.2361
PROMO ANODIZED COPPER	1993	4	826	82409.2182
PROMO ANODIZED COPPER	1996	4	25	77531.5973
PROMO ANODIZED COPPER	1997	1	81	82540.3544
PROMO ANODIZED COPPER	1997	2	76	89726.6122
PROMO ANODIZED COPPER	1997	3	93	85533.5328
PROMO ANODIZED COPPER	1997	4	88	76154.8526
PROMO ANODIZED COPPER	1998	1	91	86621.9143
PROMO ANODIZED COPPER	1998	2	74	82468.2489
PROMO ANODIZED COPPER	1998	3	31	71564.4904
PROMO ANODIZED NICKEL	1993	3	955	85321.7531
PROMO ANODIZED NICKEL	1993	4	801	85582.9168
PROMO ANODIZED NICKEL	1996	4	19	79375.2563
PROMO ANODIZED NICKEL	1997	1	65	88294.9032
PROMO ANODIZED NICKEL	1997	2	92	82171.5502
PROMO ANODIZED NICKEL	1997	3	89	74662.0428
PROMO ANODIZED NICKEL	1997	4	75	84750.5719
PROMO ANODIZED NICKEL	1998	1	82	85913.3597
PROMO ANODIZED NICKEL	1998	2	72	85501.2104
PROMO ANODIZED NICKEL	1998	3	25	77295.5513
PROMO ANODIZED STEEL	1993	3	791	85225.3904
PROMO ANODIZED STEEL	1993	4	703	84916.1302
PROMO ANODIZED STEEL	1996	4	20	79031.9953
PROMO ANODIZED STEEL	1997	1	73	81001.8702
PROMO ANODIZED STEEL	1997	2	85	81158.3402
PROMO ANODIZED STEEL	1997	3	70	81541.6476
PROMO ANODIZED STEEL	1997	4	64	72142.1543
PROMO ANODIZED STEEL	1998	1	65	85146.8349
PROMO ANODIZED STEEL	1998	2	57	87217.3617
PROMO ANODIZED STEEL	1998	3	19	76469.1646
PROMO ANODIZED TIN	1993	3	851	82975.3522
PROMO ANODIZED TIN	1993	4	662	85079.1744
PROMO ANODIZED TIN	1996	4	8	97778.2841
PROMO ANODIZED TIN	1997	1	62	85139.062
PROMO ANODIZED TIN	1997	2	69	82800.5397
PROMO ANODIZED TIN	1997	3	74	76532.7322
PROMO ANODIZED TIN	1997	4	56	86742.1806
PROMO ANODIZED TIN	1998	1	69	85827.0353
PROMO ANODIZED TIN	1998	2	64	88257.4159
PROMO ANODIZED TIN	1998	3	29	83263.0756
PROMO BRUSHED BRASS	1993	3	1558	85958.0061
PROMO BRUSHED BRASS	1993	4	1364	82772.2472
PROMO BRUSHED BRASS	1996	4	28	68368.0202
PROMO BRUSHED BRASS	1997	1	143	80015.6302
PROMO BRUSHED BRASS	1997	2	129	81830.2252
PROMO BRUSHED BRASS	1997	3	144	89583.7419
PROMO BRUSHED BRASS	1997	4	110	89441.6356
PROMO BRUSHED BRASS	1998	1	159	77009.7212
PROMO BRUSHED BRASS	1998	2	144	92214.2613
PROMO BRUSHED BRASS	1998	3	39	69963.8837
PROMO BRUSHED COPPER	1993	3	773	84349.1631
PROMO BRUSHED COPPER	1993	4	630	79075.6686
PROMO BRUSHED COPPER	1996	4	13	96461.3779
PROMO BRUSHED COPPER	1997	1	59	81170.375
PROMO BRUSHED COPPER	1997	2	84	83132.3429
PROMO BRUSHED COPPER	1997	3	71	91021.6879
PROMO BRUSHED COPPER	1997	4	64	89984.0637
PROMO BRUSHED COPPER	1998	1	78	78535.358
PROMO BRUSHED COPPER	1998	2	69	79143.313
PROMO BRUSHED COPPER	1998	3	26	83824.6437
PROMO BRUSHED NICKEL	1993	3	1852	82709.8803
PROMO BRUSHED NICKEL	1993	4	1676	81796.9959
PROMO BRUSHED NICKEL	1996	4	34	78345.707
PROMO BRUSHED NICKEL	1997	1	132	71254.8987
PROMO BRUSHED NICKEL	1997	2	132	83474.2684
PROMO BRUSHED NICKEL	1997	3	142	85626.1076
PROMO BRUSHED NICKEL	1997	4	161	78046.7411
PROMO BRUSHED NICKEL	1998	1	172	87952.6541
PROMO BRUSHED NICKEL	1998	2	172	77488.2926
PROMO BRUSHED NICKEL	1998	3	81	74826.3664
PROMO BRUSHED STEEL	1993	3	814	81125.9245
PROMO BRUSHED STEEL	1993	4	659	81030.5231
PROMO BRUSHED STEEL	1996	4	16	62381.8065
PROMO BRUSHED STEEL	1997	1	57	79739.2619
PROMO BRUSHED STEEL	1997	2	71	85819.4191
PROMO BRUSHED STEEL	1997	3	64	75102.4164
PROMO BRUSHED STEEL	1997	4	71	78285.2463
PROMO BRUSHED STEEL	1998	1	75	78546.4134
PROMO BRUSHED STEEL	1998	2	75	84904.4252
PROMO BRUSHED STEEL	1998	3	22	57661.2251
PROMO BRUSHED TIN	1993	3	1426	84653.7507
PROMO BRUSHED TIN	1993	4	1274	82759.9042
PROMO BRUSHED TIN	1996	4	15	86395.2246
PROMO BRUSHED TIN	1997	1	130	81378.5739
PROMO BRUSHED TIN	1997	2	120	81838.4079
PROMO BRUSHED TIN	1997	3	131	82390.4221
PROMO BRUSHED TIN	1997	4	113	92172.6533
PROMO BRUSHED TIN	1998	1	110	74870.1246
PROMO BRUSHED TIN	1998	2	102	84788.4626
PROMO BRUSHED TIN	1998	3	43	83560.5819
PROMO BURNISHED BRASS	1993	3	776	84625.5566
PROMO BURNISHED BRASS	1993	4	662	82129.8
PROMO BURNISHED BRASS	1996	4	21	59887.2294
PROMO BURNISHED BRASS	1997	1	57	76196.7992
PROMO BURNISHED BRASS	1997	2	68	77348.256
PROMO BURNISHED BRASS	1997	3	62	82894.4096
PROMO BURNISHED BRASS	1997	4	69	79901.2278
PROMO BURNISHED BRASS	1998	1	57	104021.7979
PROMO BURNISHED BRASS	1998	2	73	79486.2469
PROMO BURNISHED BRASS	1998	3	25	81072.3504
PROMO BURNISHED COPPER	1993	3	825	83809.3913
PROMO BURNISHED COPPER	1993	4	684	82146.5912
PROMO BURNISHED COPPER	1996	4	19	86584.1011
PROMO BURNISHED COPPER	1997	1	71	85111.6536
PROMO BURNISHED COPPER	1997	2	69	74142.3348
PROMO BURNISHED COPPER	1997	3	60	76237.941
PROMO BURNISHED COPPER	1997	4	51	88202.4966
PROMO BURNISHED COPPER	1998	1	72	88628.9382
PROMO BURNISHED COPPER	1998	2	69	87897.9041
PROMO BURNISHED COPPER	1998	3	20	95639.8717
PROMO BURNISHED NICKEL	1993	3	762	85928.611
PROMO BURNISHED NICKEL	1993	4	680	83492.5078
PROMO BURNISHED NICKEL	1996	4	9	75344.3659
PROMO BURNISHED NICKEL	1997	1	76	75888.6822
PROMO BURNISHED NICKEL	1997	2	59	86287.0544
PROMO BURNISHED NICKEL	1997	3	97	85341.7127
PROMO BURNISHED NICKEL	1997	4	71	83136.5483
PROMO BURNISHED NICKEL	1998	1	84	83173.3986
PROMO BURNISHED NICKEL	1998	2	64	82122.2859
PROMO BURNISHED NICKEL	1998	3	30	88930.311
PROMO BURNISHED STEEL	1993	3	799	83077.815
PROMO BURNISHED STEEL	1993	4	664	81647.1782
PROMO BURNISHED STEEL	1996	4	18	87941.3495
PROMO BURNISHED STEEL	1997	1	60	83833.802
PROMO BURNISHED STEEL	1997	2	65	79799.05
PROMO BURNISHED STEEL	1997	3	60	91911.4419
PROMO BURNISHED STEEL	1997	4	61	79046.667
PROMO BURNISHED STEEL	1998	1	71	78239.5315
PROMO BURNISHED STEEL	1998	2	73	78283.3914
PROMO BURNISHED STEEL	1998	3	19	103241.634
PROMO BURNISHED TIN	1993	3	800	83646.2603
PROMO BURNISHED TIN	1993	4	662	81875.5337
PROMO BURNISHED TIN	1996	4	17	79193.0844
PROMO BURNISHED TIN	1997	1	79	84274.0856
PROMO BURNISHED TIN	1997	2	70	76709.674
PROMO BURNISHED TIN	1997	3	61	101311.0474
PROMO BURNISHED TIN	1997	4	57	79696.5669
PROMO BURNISHED TIN	1998	1	78	86848.6453
PROMO BURNISHED TIN	1998	2	68	86290.488
PROMO BURNISHED TIN	1998	3	17	63621.948
PROMO PLATED BRASS	1993	3	833	81161.0711
PROMO PLATED BRASS	1993	4	669	76348.8479
PROMO PLATED BRASS	1996	4	19	80613.4947
PROMO PLATED BRASS	1997	1	71	82226.9046
PROMO PLATED BRASS	1997	2	67	72863.827
PROMO PLATED BRASS	1997	3	64	83657.8648
PROMO PLATED BRASS	1997	4	79	99156.0677
PROMO PLATED BRASS	1998	1	63	86184.3031
PROMO PLATED BRASS	1998	2	53	80432.3172
PROMO PLATED BRASS	1998	3	15	104530.4256
PROMO PLATED COPPER	1993	3	1425	84325.1955
PROMO PLATED COPPER	1993	4	1219	83406.0108
PROMO PLATED COPPER	1996	4	40	69219.2438
PROMO PLATED COPPER	1997	1	148	74468.0809
PROMO PLATED COPPER	1997	2	116	92292.2969
PROMO PLATED COPPER	1997	3	116	79350.4952
PROMO PLATED COPPER	1997	4	114	86163.8546
PROMO PLATED COPPER	1998	1	132	87566.974
PROMO PLATED COPPER	1998	2	134	84810.5144
PROMO PLATED COPPER	1998	3	48	74586.7464
PROMO PLATED NICKEL	1993	3	793	82684.5853
PROMO PLATED NICKEL	1993	4	721	83626.178
PROMO PLATED NICKEL	1996	4	12	83439.9569
PROMO PLATED NICKEL	1997	1	69	89061.435
PROMO PLATED NICKEL	1997	2	66	83747.9021
PROMO PLATED NICKEL	1997	3	67	79632.2332
PROMO PLATED NICKEL	1997	4	68	91224.6907
PROMO PLATED NICKEL	1998	1	59	65695.682
PROMO PLATED NICKEL	1998	2	61	93339.4061
PROMO PLATED NICKEL	1998	3	28	80549.2302
PROMO PLATED STEEL	1993	3	788	82893.4005
PROMO PLATED STEEL	1993	4	641	84374.3014
PROMO PLATED STEEL	1996	4	15	72176.9843
PROMO PLATED STEEL	1997	1	52	100590.067
PROMO PLATED STEEL	1997	2	64	82101.594
PROMO PLATED STEEL	1997	3	70	82741.8948
PROMO PLATED STEEL	1997	4	58	90627.8613
PROMO PLATED STEEL	1998	1	57	94315.2483
PROMO PLATED STEEL	1998	2	56	86436.2541
PROMO PLATED STEEL	1998	3	26	79122.6356
PROMO PLATED TIN	1993	3	794	85679.126
PROMO PLATED TIN	1993	4	714	82931.627
PROMO PLATED TIN	1996	4	9	70173.7916
PROMO PLATED TIN	1997	1	78	90314.5213
PROMO PLATED TIN	1997	2	57	97719.2082
PROMO PLATED TIN	1997	3	63	83918.4912
PROMO PLATED TIN	1997	4	74	97467.9166
PROMO PLATED TIN	1998	1	71	79130.5073
PROMO PLATED TIN	1998	2	66	89666.4509
PROMO PLATED TIN	1998	3	24	67439.0459
PROMO POLISHED BRASS	1993	3	841	81169.9781
PROMO POLISHED BRASS	1993	4	717	82457.186
PROMO POLISHED BRASS	1996	4	21	66818.1253
PROMO POLISHED BRASS	1997	1	64	77858.9388
PROMO POLISHED BRASS	1997	2	79	87262.6073
PROMO POLISHED BRASS	1997	3	82	74303.5634
PROMO POLISHED BRASS	1997	4	74	82674.377
PROMO POLISHED BRASS	1998	1	79	82622.3016
PROMO POLISHED BRASS	1998	2	70	80210.2309
PROMO POLISHED BRASS	1998	3	22	103743.2815
PROMO POLISHED COPPER	1993	3	806	85325.1002
PROMO POLISHED COPPER	1993	4	710	82892.1471
PROMO POLISHED COPPER	1996	4	13	97876.1602
PROMO POLISHED COPPER	1997	1	80	82162.69
PROMO POLISHED COPPER	1997	2	59	103453.6448
PROMO POLISHED COPPER	1997	3	75	78863.0012
PROMO POLISHED COPPER	1997	4	51	89599.4378
PROMO POLISHED COPPER	1998	1	72	83754.2546
PROMO POLISHED COPPER	1998	2	61	79525.8635
PROMO POLISHED COPPER	1998	3	31	79151.2846
PROMO POLISHED NICKEL	1993	3	820	86618.6418
PROMO POLISHED NICKEL	1993	4	669	84528.193
PROMO POLISHED NICKEL	1996	4	24	93272.5049
PROMO POLISHED NICKEL	1997	1	61	81705.1689
PROMO POLISHED NICKEL	1997	2	73	96743.1121
PROMO POLISHED NICKEL	1997	3	64	79685.1931
PROMO POLISHED NICKEL	1997	4	73	86466.3791
PROMO POLISHED NICKEL	1998	1	63	88561.9665
PROMO POLISHED NICKEL	1998	2	61	91919.1211
PROMO POLISHED NICKEL	1998	3	22	96964.6684
PROMO POLISHED STEEL	1993	3	1575	81181.0605
PROMO POLISHED STEEL	1993	4	1267	82757.7774
