Timestamp	Question	Model	LLM_time	SQL_time	Rows	Columns	Percent_rows_equality	Percent_columns_equality	Percent_source_rows_equality	Percent_llm_rows_equality	Total_tokens	Prompt_tokens	Completion_tokens	Cost_total_EUR	Cost_input_tokens_EUR	Cost_output_tokens_EUR
2025-06-01 21:56:16	8	claude-3-7-sonnet-20250219	4.7	1.6	3	4	1.0	1.0	1.0	1.0	2262	2113	149	0.008574	0.006339	0.002235
2025-06-01 21:56:21	9	claude-3-7-sonnet-20250219	3.0	1.7	4	3	1.0	1.0	1.0	1.0	2336	2162	174	0.009096	0.006486	0.00261
2025-06-01 21:56:29	10	claude-3-7-sonnet-20250219	6.2	2.3	19	4	1.0	1.0	1.0	1.0	2191	2063	128	0.008109	0.006189	0.00192
2025-06-01 21:56:40	11	claude-3-7-sonnet-20250219	3.6	6.4	15	2	1.0	1.0	1.0	1.0	2378	2303	75	0.008034	0.006909	0.001125
2025-06-01 21:56:43	12	claude-3-7-sonnet-20250219	1.9	1.4	3	2	1.0	1.0	1.0	1.0	2027	1939	88	0.007137	0.005817	0.00132
2025-06-01 21:56:50	13	claude-3-7-sonnet-20250219	6.2	1.3	6	4	1.0	1.0	1.0	1.0	2341	2069	272	0.010287	0.006207	0.00408
2025-06-01 21:57:07	14	claude-3-7-sonnet-20250219	15.6	1.5	3	5	1.0	1.0	1.0	1.0	2368	2151	217	0.009708	0.006453	0.003255
2025-06-01 21:57:17	15	claude-3-7-sonnet-20250219	5.9	3.3	4	14	1.0	1.0	1.0	1.0	2448	1944	504	0.013392	0.005832	0.00756
2025-06-01 21:57:28	16	claude-3-7-sonnet-20250219	8.6	2.2	20	6	1.0	1.0	1.0	1.0	2633	2162	471	0.013551	0.006486	0.007065
2025-06-01 21:57:34	17	claude-3-7-sonnet-20250219	4.8	1.9	16	6	1.0	0.83	0.0	0.0	2575	2210	365	0.012105	0.00663	0.005475
2025-06-01 21:57:42	18	claude-3-7-sonnet-20250219	4.6	2.7	122	6	1.0	1.0	1.0	1.0	2417	2177	240	0.010131	0.006531	0.0036
2025-06-01 21:57:47	19	claude-3-7-sonnet-20250219	4.3	0.0	0	0	0.0	0.0	0.0	0.0	3052	2717	335	0.013176	0.008151	0.005025
2025-06-01 21:57:55	20	claude-3-7-sonnet-20250219	3.8	4.2	1501	5	1.0	1.0	1.0	1.0	2937	2705	232	0.011595	0.008115	0.00348
2025-06-01 21:58:00	1	claude-sonnet-4-20250514	3.2	1.4	4	4	1.0	1.0	1.0	1.0	2202	2046	156	0.008478	0.006138	0.00234
2025-06-01 21:58:05	2	claude-sonnet-4-20250514	3.9	1.1	5	4	1.0	1.0	1.0	1.0	2064	1935	129	0.00774	0.005805	0.001935
2025-06-01 21:58:16	3	claude-sonnet-4-20250514	2.8	8.2	5	3	1.0	1.0	1.0	1.0	2379	2284	95	0.008277	0.006852	0.001425
2025-06-01 21:58:26	4	claude-sonnet-4-20250514	5.7	4.2	15	4	1.0	1.0	1.0	1.0	3059	2676	383	0.013773	0.008028	0.005745
2025-06-01 21:58:33	5	claude-sonnet-4-20250514	4.2	3.2	123	4	1.0	0.75	0.0	0.0	2961	2698	263	0.012039	0.008094	0.003945
2025-06-01 21:58:39	6	claude-sonnet-4-20250514	3.6	1.5	10	3	1.0	0.67	0.0	0.0	2329	2137	192	0.009291	0.006411	0.00288
2025-06-01 21:58:43	7	claude-sonnet-4-20250514	3.1	1.8	7	3	1.0	1.0	1.0	1.0	2074	1968	106	0.007494	0.005904	0.00159
2025-06-01 21:58:48	8	claude-sonnet-4-20250514	2.8	1.7	3	4	1.0	1.0	1.0	1.0	2265	2113	152	0.008619	0.006339	0.00228
2025-06-01 21:58:53	9	claude-sonnet-4-20250514	3.0	1.9	4	3	1.0	1.0	1.0	1.0	2336	2162	174	0.009096	0.006486	0.00261
2025-06-01 21:58:58	10	claude-sonnet-4-20250514	3.0	2.3	19	4	1.0	1.0	1.0	1.0	2190	2063	127	0.008094	0.006189	0.001905
2025-06-01 21:59:07	11	claude-sonnet-4-20250514	2.5	6.2	15	2	1.0	1.0	1.0	1.0	2377	2303	74	0.008019	0.006909	0.00111
2025-06-01 21:59:11	12	claude-sonnet-4-20250514	2.5	1.4	3	2	1.0	1.0	1.0	1.0	2025	1939	86	0.007107	0.005817	0.00129
2025-06-01 21:59:17	13	claude-sonnet-4-20250514	4.9	1.3	6	4	1.0	1.0	1.0	1.0	2381	2069	312	0.010887	0.006207	0.00468
2025-06-01 21:59:23	14	claude-sonnet-4-20250514	3.9	1.8	3	5	1.0	1.0	1.0	1.0	2364	2151	213	0.009648	0.006453	0.003195
2025-06-01 21:59:34	15	claude-sonnet-4-20250514	7.8	3.5	4	13	1.0	1.0	1.0	1.0	2402	1944	458	0.012702	0.005832	0.00687
2025-06-01 21:59:42	16	claude-sonnet-4-20250514	6.0	1.6	20	6	1.0	0.83	0.0	0.0	2600	2162	438	0.013056	0.006486	0.00657
2025-06-01 21:59:49	17	claude-sonnet-4-20250514	5.3	2.1	16	6	1.0	0.83	0.0	0.0	2557	2210	347	0.011835	0.00663	0.005205
2025-06-01 21:59:56	18	claude-sonnet-4-20250514	4.5	2.5	122	6	1.0	1.0	1.0	1.0	2430	2177	253	0.010326	0.006531	0.003795
2025-06-01 22:00:03	19	claude-sonnet-4-20250514	5.6	0.0	0	0	0.0	0.0	0.0	0.0	3043	2717	326	0.013041	0.008151	0.00489
2025-06-01 22:00:12	20	claude-sonnet-4-20250514	4.1	4.5	1501	5	1.0	1.0	1.0	1.0	2965	2705	260	0.012015	0.008115	0.0039
