part_type	order_year	order_quarter	num_orders	price_stddev
ECONOMY PLATED NICKEL	1994	4	598	83358.2293
ECONOMY PLATED NICKEL	1995	1	605	84592.6215
ECONOMY PLATED NICKEL	1995	2	594	82761.6327
ECONOMY PLATED NICKEL	1995	3	597	83117.685
ECONOMY PLATED NICKEL	1995	4	619	84758.7107
ECONOMY PLATED NICKEL	1996	1	558	82604.5069
ECONOMY PLATED NICKEL	1996	2	619	82796.9646
ECONOMY PLATED NICKEL	1996	3	596	83150.8133
ECONOMY PLATED NICKEL	1996	4	619	79564.0213
ECONOMY PLATED NICKEL	1997	1	580	86946.4417
ECONOMY PLATED NICKEL	1997	2	592	83433.767
ECONOMY PLATED NICKEL	1997	3	603	83722.1382
ECONOMY PLATED NICKEL	1997	4	609	84417.1746
ECONOMY PLATED NICKEL	1998	1	607	82532.2645
ECONOMY PLATED NICKEL	1998	2	596	82954.619
ECONOMY PLATED NICKEL	1998	3	229	81129.7189
ECONOMY PLATED STEEL	1992	1	651	80882.4591
ECONOMY PLATED STEEL	1992	2	560	83540.2331
ECONOMY PLATED STEEL	1992	3	610	83575.292
ECONOMY PLATED STEEL	1992	4	616	83402.7395
ECONOMY PLATED STEEL	1993	1	634	84296.3276
ECONOMY PLATED STEEL	1993	2	592	81903.2569
ECONOMY PLATED STEEL	1993	3	644	81798.5088
ECONOMY PLATED STEEL	1993	4	585	85207.3729
ECONOMY PLATED STEEL	1994	1	628	84946.7808
ECONOMY PLATED STEEL	1994	2	632	84288.8732
ECONOMY PLATED STEEL	1994	3	598	82032.5618
ECONOMY PLATED STEEL	1994	4	652	82135.2563
ECONOMY PLATED STEEL	1995	1	598	84941.2205
ECONOMY PLATED STEEL	1995	2	607	84821.0101
ECONOMY PLATED STEEL	1995	3	625	81260.4298
ECONOMY PLATED STEEL	1995	4	642	86895.1269
ECONOMY PLATED STEEL	1996	1	618	81944.4363
ECONOMY PLATED STEEL	1996	2	633	80758.5104
ECONOMY PLATED STEEL	1996	3	626	85284.3569
ECONOMY PLATED STEEL	1996	4	585	81304.8068
ECONOMY PLATED STEEL	1997	1	637	83065.0182
ECONOMY PLATED STEEL	1997	2	650	82030.7771
ECONOMY PLATED STEEL	1997	3	588	79946.6449
ECONOMY PLATED STEEL	1997	4	662	83421.0824
ECONOMY PLATED STEEL	1998	1	566	85494.4534
ECONOMY PLATED STEEL	1998	2	601	84889.4022
ECONOMY PLATED STEEL	1998	3	212	89524.8066
ECONOMY PLATED TIN	1992	1	596	82194.9104
ECONOMY PLATED TIN	1992	2	594	83503.9573
ECONOMY PLATED TIN	1992	3	619	83950.1601
ECONOMY PLATED TIN	1992	4	620	84060.2178
ECONOMY PLATED TIN	1993	1	598	83862.9105
ECONOMY PLATED TIN	1993	2	626	81827.8984
ECONOMY PLATED TIN	1993	3	648	78852.6688
ECONOMY PLATED TIN	1993	4	592	85355.2741
ECONOMY PLATED TIN	1994	1	590	79926.1945
ECONOMY PLATED TIN	1994	2	607	82664.3359
ECONOMY PLATED TIN	1994	3	600	81221.814
ECONOMY PLATED TIN	1994	4	600	86367.1072
ECONOMY PLATED TIN	1995	1	592	84124.1022
ECONOMY PLATED TIN	1995	2	589	78918.4693
ECONOMY PLATED TIN	1995	3	563	83702.9758
ECONOMY PLATED TIN	1995	4	600	80858.6182
ECONOMY PLATED TIN	1996	1	591	79601.2177
ECONOMY PLATED TIN	1996	2	622	81646.777
ECONOMY PLATED TIN	1996	3	624	86349.2659
ECONOMY PLATED TIN	1996	4	559	84804.4577
ECONOMY PLATED TIN	1997	1	586	82512.915
ECONOMY PLATED TIN	1997	2	621	87218.5009
ECONOMY PLATED TIN	1997	3	617	86080.3905
ECONOMY PLATED TIN	1997	4	573	83985.5408
ECONOMY PLATED TIN	1998	1	643	84333.902
ECONOMY PLATED TIN	1998	2	591	82953.1278
ECONOMY PLATED TIN	1998	3	228	78870.1719
ECONOMY POLISHED BRASS	1992	1	629	81186.304
ECONOMY POLISHED BRASS	1992	2	620	82601.8389
ECONOMY POLISHED BRASS	1992	3	641	81453.9342
ECONOMY POLISHED BRASS	1992	4	627	81690.1722
ECONOMY POLISHED BRASS	1993	1	579	84469.2388
ECONOMY POLISHED BRASS	1993	2	565	79626.1272
ECONOMY POLISHED BRASS	1993	3	604	83416.456
ECONOMY POLISHED BRASS	1993	4	590	81999.0887
ECONOMY POLISHED BRASS	1994	1	595	82969.4169
ECONOMY POLISHED BRASS	1994	2	590	84294.0161
ECONOMY POLISHED BRASS	1994	3	578	80580.1275
ECONOMY POLISHED BRASS	1994	4	604	82784.7353
ECONOMY POLISHED BRASS	1995	1	578	80766.5183
ECONOMY POLISHED BRASS	1995	2	626	85873.3267
ECONOMY POLISHED BRASS	1995	3	639	81979.4021
ECONOMY POLISHED BRASS	1995	4	562	83150.0964
ECONOMY POLISHED BRASS	1996	1	577	86136.5243
ECONOMY POLISHED BRASS	1996	2	613	84893.5861
ECONOMY POLISHED BRASS	1996	3	594	82540.8368
ECONOMY POLISHED BRASS	1996	4	578	81731.5527
ECONOMY POLISHED BRASS	1997	1	570	84046.6455
ECONOMY POLISHED BRASS	1997	2	645	84323.7593
ECONOMY POLISHED BRASS	1997	3	647	81860.5281
ECONOMY POLISHED BRASS	1997	4	649	85689.9291
ECONOMY POLISHED BRASS	1998	1	615	89159.2402
ECONOMY POLISHED BRASS	1998	2	576	80176.4048
ECONOMY POLISHED BRASS	1998	3	231	85822.847
ECONOMY POLISHED COPPER	1992	1	598	83168.1587
ECONOMY POLISHED COPPER	1992	2	565	84034.8519
ECONOMY POLISHED COPPER	1992	3	633	83736.4686
ECONOMY POLISHED COPPER	1992	4	580	80636.0918
ECONOMY POLISHED COPPER	1993	1	621	83747.8697
ECONOMY POLISHED COPPER	1993	2	569	83642.5569
ECONOMY POLISHED COPPER	1993	3	603	85173.0897
ECONOMY POLISHED COPPER	1993	4	601	85684.4644
ECONOMY POLISHED COPPER	1994	1	603	80195.9616
ECONOMY POLISHED COPPER	1994	2	630	85716.5282
ECONOMY POLISHED COPPER	1994	3	594	82303.9025
ECONOMY POLISHED COPPER	1994	4	576	81583.1624
ECONOMY POLISHED COPPER	1995	1	608	82767.3038
ECONOMY POLISHED COPPER	1995	2	599	82182.0484
ECONOMY POLISHED COPPER	1995	3	608	80848.6239
ECONOMY POLISHED COPPER	1995	4	604	81268.353
ECONOMY POLISHED COPPER	1996	1	590	85115.2193
ECONOMY POLISHED COPPER	1996	2	601	83248.2362
ECONOMY POLISHED COPPER	1996	3	631	86170.8937
ECONOMY POLISHED COPPER	1996	4	595	79744.8734
ECONOMY POLISHED COPPER	1997	1	618	84645.0655
ECONOMY POLISHED COPPER	1997	2	594	87705.5525
ECONOMY POLISHED COPPER	1997	3	601	82409.6524
ECONOMY POLISHED COPPER	1997	4	656	82260.7695
ECONOMY POLISHED COPPER	1998	1	550	80257.4056
ECONOMY POLISHED COPPER	1998	2	567	85196.2001
ECONOMY POLISHED COPPER	1998	3	240	83190.0557
ECONOMY POLISHED NICKEL	1992	1	629	81498.8329
ECONOMY POLISHED NICKEL	1992	2	631	81096.5575
ECONOMY POLISHED NICKEL	1992	3	634	85131.5
ECONOMY POLISHED NICKEL	1992	4	659	82473.4935
ECONOMY POLISHED NICKEL	1993	1	642	84493.8898
ECONOMY POLISHED NICKEL	1993	2	604	85773.7679
ECONOMY POLISHED NICKEL	1993	3	608	80780.7218
ECONOMY POLISHED NICKEL	1993	4	612	85489.9982
ECONOMY POLISHED NICKEL	1994	1	650	86059.2398
ECONOMY POLISHED NICKEL	1994	2	657	85452.1044
ECONOMY POLISHED NICKEL	1994	3	644	81373.4968
ECONOMY POLISHED NICKEL	1994	4	577	79792.1323
ECONOMY POLISHED NICKEL	1995	1	591	80173.8928
ECONOMY POLISHED NICKEL	1995	2	620	84131.598
ECONOMY POLISHED NICKEL	1995	3	658	83210.8172
ECONOMY POLISHED NICKEL	1995	4	618	87884.2645
ECONOMY POLISHED NICKEL	1996	1	604	86057.6011
ECONOMY POLISHED NICKEL	1996	2	595	84416.478
ECONOMY POLISHED NICKEL	1996	3	582	79622.0653
ECONOMY POLISHED NICKEL	1996	4	652	80710.065
ECONOMY POLISHED NICKEL	1997	1	581	81767.788
ECONOMY POLISHED NICKEL	1997	2	616	80667.6018
ECONOMY POLISHED NICKEL	1997	3	621	85508.8947
ECONOMY POLISHED NICKEL	1997	4	647	81978.4268
ECONOMY POLISHED NICKEL	1998	1	593	79401.3778
ECONOMY POLISHED NICKEL	1998	2	587	80077.5253
ECONOMY POLISHED NICKEL	1998	3	242	87830.924
ECONOMY POLISHED STEEL	1992	1	638	81832.4958
ECONOMY POLISHED STEEL	1992	2	630	86517.131
ECONOMY POLISHED STEEL	1992	3	612	80954.2796
ECONOMY POLISHED STEEL	1992	4	613	84736.8873
ECONOMY POLISHED STEEL	1993	1	631	80300.9266
ECONOMY POLISHED STEEL	1993	2	572	80975.2932
ECONOMY POLISHED STEEL	1993	3	634	84923.3823
ECONOMY POLISHED STEEL	1993	4	620	82310.7852
ECONOMY POLISHED STEEL	1994	1	540	83461.0822
ECONOMY POLISHED STEEL	1994	2	587	87791.5381
ECONOMY POLISHED STEEL	1994	3	603	84643.4136
ECONOMY POLISHED STEEL	1994	4	596	84633.4774
ECONOMY POLISHED STEEL	1995	1	560	84479.2271
ECONOMY POLISHED STEEL	1995	2	573	82432.1642
ECONOMY POLISHED STEEL	1995	3	643	83651.6448
ECONOMY POLISHED STEEL	1995	4	599	83630.7292
ECONOMY POLISHED STEEL	1996	1	609	82131.7771
ECONOMY POLISHED STEEL	1996	2	601	84442.8864
ECONOMY POLISHED STEEL	1996	3	625	83737.9889
ECONOMY POLISHED STEEL	1996	4	614	78158.5137
ECONOMY POLISHED STEEL	1997	1	568	85063.9489
ECONOMY POLISHED STEEL	1997	2	575	84731.4764
ECONOMY POLISHED STEEL	1997	3	567	82865.6921
ECONOMY POLISHED STEEL	1997	4	569	80041.3826
ECONOMY POLISHED STEEL	1998	1	567	85723.1244
ECONOMY POLISHED STEEL	1998	2	560	84932.595
ECONOMY POLISHED STEEL	1998	3	194	82399.7648
ECONOMY POLISHED TIN	1992	1	569	80078.4146
ECONOMY POLISHED TIN	1992	2	615	87692.3912
ECONOMY POLISHED TIN	1992	3	611	83310.4933
ECONOMY POLISHED TIN	1992	4	639	83729.5936
ECONOMY POLISHED TIN	1993	1	588	84495.8481
ECONOMY POLISHED TIN	1993	2	614	85530.1391
ECONOMY POLISHED TIN	1993	3	603	84189.7235
ECONOMY POLISHED TIN	1993	4	589	83941.3544
ECONOMY POLISHED TIN	1994	1	595	85347.215
ECONOMY POLISHED TIN	1994	2	622	85699.2236
ECONOMY POLISHED TIN	1994	3	639	83061.1455
ECONOMY POLISHED TIN	1994	4	578	81694.936
ECONOMY POLISHED TIN	1995	1	582	83631.5688
ECONOMY POLISHED TIN	1995	2	632	85845.485
ECONOMY POLISHED TIN	1995	3	605	79666.6989
ECONOMY POLISHED TIN	1995	4	573	85299.8284
ECONOMY POLISHED TIN	1996	1	651	80357.8601
ECONOMY POLISHED TIN	1996	2	598	88860.7637
ECONOMY POLISHED TIN	1996	3	566	85966.5665
ECONOMY POLISHED TIN	1996	4	601	80895.4592
ECONOMY POLISHED TIN	1997	1	592	84740.8937
ECONOMY POLISHED TIN	1997	2	590	84106.0886
ECONOMY POLISHED TIN	1997	3	567	83572.0205
ECONOMY POLISHED TIN	1997	4	600	81493.8925
ECONOMY POLISHED TIN	1998	1	623	84151.569
ECONOMY POLISHED TIN	1998	2	577	86603.1047
ECONOMY POLISHED TIN	1998	3	220	84547.9733
LARGE ANODIZED BRASS	1992	1	635	84156.2405
LARGE ANODIZED BRASS	1992	2	603	85100.125
LARGE ANODIZED BRASS	1992	3	590	81021.8462
LARGE ANODIZED BRASS	1992	4	609	80759.5124
LARGE ANODIZED BRASS	1993	1	610	79735.4677
LARGE ANODIZED BRASS	1993	2	613	87251.9346
LARGE ANODIZED BRASS	1993	3	638	80892.6327
LARGE ANODIZED BRASS	1993	4	578	85610.0862
LARGE ANODIZED BRASS	1994	1	628	83072.9245
LARGE ANODIZED BRASS	1994	2	626	81276.3178
LARGE ANODIZED BRASS	1994	3	590	81491.6535
LARGE ANODIZED BRASS	1994	4	620	82636.3527
LARGE ANODIZED BRASS	1995	1	584	85165.8268
LARGE ANODIZED BRASS	1995	2	595	84605.6587
LARGE ANODIZED BRASS	1995	3	596	87322.8009
LARGE ANODIZED BRASS	1995	4	613	86958.8945
LARGE ANODIZED BRASS	1996	1	581	80268.2134
LARGE ANODIZED BRASS	1996	2	581	82487.8402
LARGE ANODIZED BRASS	1996	3	614	85141.3187
LARGE ANODIZED BRASS	1996	4	573	83443.8177
LARGE ANODIZED BRASS	1997	1	613	80908.9507
LARGE ANODIZED BRASS	1997	2	571	83227.9559
LARGE ANODIZED BRASS	1997	3	603	82145.509
LARGE ANODIZED BRASS	1997	4	612	81830.4349
LARGE ANODIZED BRASS	1998	1	635	85858.01
LARGE ANODIZED BRASS	1998	2	570	85219.9181
LARGE ANODIZED BRASS	1998	3	203	93283.8332
LARGE ANODIZED COPPER	1992	1	655	82841.4819
LARGE ANODIZED COPPER	1992	2	647	84495.2036
LARGE ANODIZED COPPER	1992	3	613	82513.8718
LARGE ANODIZED COPPER	1992	4	556	80814.2147
LARGE ANODIZED COPPER	1993	1	631	81996.0921
LARGE ANODIZED COPPER	1993	2	617	82242.5453
LARGE ANODIZED COPPER	1993	3	639	83297.2382
LARGE ANODIZED COPPER	1993	4	535	79699.4145
LARGE ANODIZED COPPER	1994	1	622	80742.5995
LARGE ANODIZED COPPER	1994	2	627	82592.7892
LARGE ANODIZED COPPER	1994	3	607	82212.6652
LARGE ANODIZED COPPER	1994	4	613	85500.3593
LARGE ANODIZED COPPER	1995	1	628	81663.314
LARGE ANODIZED COPPER	1995	2	617	83176.5602
LARGE ANODIZED COPPER	1995	3	612	81922.7045
LARGE ANODIZED COPPER	1995	4	626	83064.1004
LARGE ANODIZED COPPER	1996	1	620	81759.12
LARGE ANODIZED COPPER	1996	2	610	81916.9706
LARGE ANODIZED COPPER	1996	3	667	82475.6199
LARGE ANODIZED COPPER	1996	4	602	80448.4734
LARGE ANODIZED COPPER	1997	1	636	82839.4215
LARGE ANODIZED COPPER	1997	2	616	85598.2704
LARGE ANODIZED COPPER	1997	3	625	87624.7712
LARGE ANODIZED COPPER	1997	4	605	86640.0245
LARGE ANODIZED COPPER	1998	1	643	82270.8827
LARGE ANODIZED COPPER	1998	2	614	85510.3919
LARGE ANODIZED COPPER	1998	3	241	85540.1029
LARGE ANODIZED NICKEL	1992	1	591	85213.2808
LARGE ANODIZED NICKEL	1992	2	614	85835.3304
LARGE ANODIZED NICKEL	1992	3	601	85955.203
LARGE ANODIZED NICKEL	1992	4	630	80318.2449
LARGE ANODIZED NICKEL	1993	1	613	83488.5532
LARGE ANODIZED NICKEL	1993	2	617	87056.3516
LARGE ANODIZED NICKEL	1993	3	584	80960.6342
LARGE ANODIZED NICKEL	1993	4	577	83807.6237
LARGE ANODIZED NICKEL	1994	1	638	84409.3893
LARGE ANODIZED NICKEL	1994	2	611	81371.2606
LARGE ANODIZED NICKEL	1994	3	614	88077.4515
LARGE ANODIZED NICKEL	1994	4	618	80071.2545
LARGE ANODIZED NICKEL	1995	1	588	83238.0322
LARGE ANODIZED NICKEL	1995	2	601	82989.7015
LARGE ANODIZED NICKEL	1995	3	584	79991.4576
LARGE ANODIZED NICKEL	1995	4	549	82566.5462
LARGE ANODIZED NICKEL	1996	1	569	77543.2407
LARGE ANODIZED NICKEL	1996	2	584	77972.876
LARGE ANODIZED NICKEL	1996	3	635	83005.5125
LARGE ANODIZED NICKEL	1996	4	592	87222.1622
LARGE ANODIZED NICKEL	1997	1	587	81803.4637
LARGE ANODIZED NICKEL	1997	2	590	85493.7167
LARGE ANODIZED NICKEL	1997	3	633	80571.83
LARGE ANODIZED NICKEL	1997	4	607	80830.6573
LARGE ANODIZED NICKEL	1998	1	595	84558.5996
LARGE ANODIZED NICKEL	1998	2	576	85740.1946
LARGE ANODIZED NICKEL	1998	3	184	83359.1296
LARGE ANODIZED STEEL	1992	1	590	83531.8935
LARGE ANODIZED STEEL	1992	2	604	82234.4778
LARGE ANODIZED STEEL	1992	3	617	80710.305
LARGE ANODIZED STEEL	1992	4	609	83652.0738
LARGE ANODIZED STEEL	1993	1	612	84522.0571
LARGE ANODIZED STEEL	1993	2	587	85235.8155
LARGE ANODIZED STEEL	1993	3	611	80462.3266
LARGE ANODIZED STEEL	1993	4	585	86147.5386
LARGE ANODIZED STEEL	1994	1	575	79562.1829
LARGE ANODIZED STEEL	1994	2	620	82476.8859
LARGE ANODIZED STEEL	1994	3	618	83669.5319
LARGE ANODIZED STEEL	1994	4	614	83575.959
LARGE ANODIZED STEEL	1995	1	574	87740.7525
LARGE ANODIZED STEEL	1995	2	660	82290.4545
LARGE ANODIZED STEEL	1995	3	569	84762.0162
LARGE ANODIZED STEEL	1995	4	604	78813.3972
LARGE ANODIZED STEEL	1996	1	585	82334.3897
LARGE ANODIZED STEEL	1996	2	572	82540.4591
LARGE ANODIZED STEEL	1996	3	579	84550.1297
LARGE ANODIZED STEEL	1996	4	592	81564.7397
LARGE ANODIZED STEEL	1997	1	600	84480.2866
LARGE ANODIZED STEEL	1997	2	599	85347.4092
LARGE ANODIZED STEEL	1997	3	635	82129.8031
LARGE ANODIZED STEEL	1997	4	588	80921.4242
LARGE ANODIZED STEEL	1998	1	585	83110.4572
LARGE ANODIZED STEEL	1998	2	581	80403.8242
LARGE ANODIZED STEEL	1998	3	253	84499.1644
LARGE ANODIZED TIN	1992	1	584	87309.7132
LARGE ANODIZED TIN	1992	2	637	84364.487
LARGE ANODIZED TIN	1992	3	625	83543.7288
LARGE ANODIZED TIN	1992	4	587	84001.5459
LARGE ANODIZED TIN	1993	1	583	80945.0182
LARGE ANODIZED TIN	1993	2	605	83867.6136
LARGE ANODIZED TIN	1993	3	610	82314.3229
LARGE ANODIZED TIN	1993	4	554	81774.8369
LARGE ANODIZED TIN	1994	1	598	81479.737
LARGE ANODIZED TIN	1994	2	640	83261.903
LARGE ANODIZED TIN	1994	3	616	84311.5903
LARGE ANODIZED TIN	1994	4	683	79650.6869
LARGE ANODIZED TIN	1995	1	548	84066.4082
LARGE ANODIZED TIN	1995	2	628	81912.1843
LARGE ANODIZED TIN	1995	3	658	80188.5304
LARGE ANODIZED TIN	1995	4	540	87852.4402
LARGE ANODIZED TIN	1996	1	594	85541.9944
LARGE ANODIZED TIN	1996	2	560	85869.0073
LARGE ANODIZED TIN	1996	3	623	82830.0559
LARGE ANODIZED TIN	1996	4	577	79966.2968
LARGE ANODIZED TIN	1997	1	605	84268.7439
LARGE ANODIZED TIN	1997	2	606	84208.6261
LARGE ANODIZED TIN	1997	3	625	87288.698
LARGE ANODIZED TIN	1997	4	631	78601.3245
LARGE ANODIZED TIN	1998	1	580	83514.1909
LARGE ANODIZED TIN	1998	2	602	84809.08
LARGE ANODIZED TIN	1998	3	205	82772.3107
LARGE BRUSHED BRASS	1992	1	619	85820.2387
LARGE BRUSHED BRASS	1992	2	576	84355.1426
LARGE BRUSHED BRASS	1992	3	661	85606.5574
LARGE BRUSHED BRASS	1992	4	592	83184.0214
LARGE BRUSHED BRASS	1993	1	574	82661.0234
LARGE BRUSHED BRASS	1993	2	580	79631.2417
LARGE BRUSHED BRASS	1993	3	607	84122.4323
LARGE BRUSHED BRASS	1993	4	631	86025.0473
LARGE BRUSHED BRASS	1994	1	584	81648.6095
LARGE BRUSHED BRASS	1994	2	602	84265.1722
LARGE BRUSHED BRASS	1994	3	573	84846.6606
LARGE BRUSHED BRASS	1994	4	553	83652.0819
LARGE BRUSHED BRASS	1995	1	590	82247.5431
LARGE BRUSHED BRASS	1995	2	574	82608.0154
LARGE BRUSHED BRASS	1995	3	593	85362.0139
LARGE BRUSHED BRASS	1995	4	601	81377.8952
LARGE BRUSHED BRASS	1996	1	546	80353.5419
LARGE BRUSHED BRASS	1996	2	628	85391.8903
LARGE BRUSHED BRASS	1996	3	672	80711.3978
LARGE BRUSHED BRASS	1996	4	541	81209.6397
LARGE BRUSHED BRASS	1997	1	589	83564.9695
LARGE BRUSHED BRASS	1997	2	553	84647.6525
LARGE BRUSHED BRASS	1997	3	603	84108.9096
LARGE BRUSHED BRASS	1997	4	555	83697.9371
LARGE BRUSHED BRASS	1998	1	568	83247.2178
LARGE BRUSHED BRASS	1998	2	592	81686.4573
LARGE BRUSHED BRASS	1998	3	205	88168.7315
LARGE BRUSHED COPPER	1992	1	636	80521.0104
LARGE BRUSHED COPPER	1992	2	589	80594.9857
LARGE BRUSHED COPPER	1992	3	606	86822.1261
LARGE BRUSHED COPPER	1992	4	599	84169.9131
LARGE BRUSHED COPPER	1993	1	638	83695.0164
LARGE BRUSHED COPPER	1993	2	611	80297.4624
LARGE BRUSHED COPPER	1993	3	602	78358.4695
LARGE BRUSHED COPPER	1993	4	566	85686.6138
LARGE BRUSHED COPPER	1994	1	594	83760.1061
LARGE BRUSHED COPPER	1994	2	611	82192.7613
LARGE BRUSHED COPPER	1994	3	584	83712.6673
LARGE BRUSHED COPPER	1994	4	576	84147.2301
LARGE BRUSHED COPPER	1995	1	602	81878.8043
LARGE BRUSHED COPPER	1995	2	603	84631.2662
LARGE BRUSHED COPPER	1995	3	644	83688.8567
LARGE BRUSHED COPPER	1995	4	655	85079.386
LARGE BRUSHED COPPER	1996	1	623	83654.9024
LARGE BRUSHED COPPER	1996	2	574	81884.5343
LARGE BRUSHED COPPER	1996	3	576	82920.4441
LARGE BRUSHED COPPER	1996	4	620	81920.1296
LARGE BRUSHED COPPER	1997	1	632	85135.1168
LARGE BRUSHED COPPER	1997	2	622	86234.212
LARGE BRUSHED COPPER	1997	3	618	78719.7069
LARGE BRUSHED COPPER	1997	4	633	83096.3227
LARGE BRUSHED COPPER	1998	1	593	82801.9202
LARGE BRUSHED COPPER	1998	2	621	87139.4187
LARGE BRUSHED COPPER	1998	3	221	84472.3958
LARGE BRUSHED NICKEL	1992	1	614	84304.8338
LARGE BRUSHED NICKEL	1992	2	619	87176.1479
LARGE BRUSHED NICKEL	1992	3	637	83343.0538
LARGE BRUSHED NICKEL	1992	4	634	84948.0262
LARGE BRUSHED NICKEL	1993	1	567	84854.3049
LARGE BRUSHED NICKEL	1993	2	575	83131.387
LARGE BRUSHED NICKEL	1993	3	625	87332.8506
LARGE BRUSHED NICKEL	1993	4	619	85332.9775
LARGE BRUSHED NICKEL	1994	1	565	79708.6747
LARGE BRUSHED NICKEL	1994	2	571	86395.4698
LARGE BRUSHED NICKEL	1994	3	615	85603.7037
LARGE BRUSHED NICKEL	1994	4	606	82953.0869
LARGE BRUSHED NICKEL	1995	1	575	79359.6283
LARGE BRUSHED NICKEL	1995	2	561	82313.7698
LARGE BRUSHED NICKEL	1995	3	608	81706.5284
LARGE BRUSHED NICKEL	1995	4	612	80280.5441
LARGE BRUSHED NICKEL	1996	1	582	81571.0574
LARGE BRUSHED NICKEL	1996	2	589	84549.3858
LARGE BRUSHED NICKEL	1996	3	663	82358.8463
LARGE BRUSHED NICKEL	1996	4	597	81159.7976
LARGE BRUSHED NICKEL	1997	1	643	81999.1162
LARGE BRUSHED NICKEL	1997	2	648	88444.454
LARGE BRUSHED NICKEL	1997	3	588	81652.997
LARGE BRUSHED NICKEL	1997	4	570	84410.9468
LARGE BRUSHED NICKEL	1998	1	611	83492.3635
LARGE BRUSHED NICKEL	1998	2	626	83477.2317
LARGE BRUSHED NICKEL	1998	3	210	85019.1157
LARGE BRUSHED STEEL	1992	1	596	85955.7398
LARGE BRUSHED STEEL	1992	2	621	82710.3431
LARGE BRUSHED STEEL	1992	3	628	82176.5747
LARGE BRUSHED STEEL	1992	4	619	84861.1522
LARGE BRUSHED STEEL	1993	1	630	82900.1328
LARGE BRUSHED STEEL	1993	2	593	81229.9087
LARGE BRUSHED STEEL	1993	3	592	78744.9138
LARGE BRUSHED STEEL	1993	4	576	82048.242
LARGE BRUSHED STEEL	1994	1	644	82152.7578
LARGE BRUSHED STEEL	1994	2	603	84891.41
LARGE BRUSHED STEEL	1994	3	603	85572.9665
LARGE BRUSHED STEEL	1994	4	596	83648.5702
LARGE BRUSHED STEEL	1995	1	621	84410.7012
LARGE BRUSHED STEEL	1995	2	612	81725.8512
LARGE BRUSHED STEEL	1995	3	652	85999.3027
LARGE BRUSHED STEEL	1995	4	591	87417.8265
LARGE BRUSHED STEEL	1996	1	590	83118.2287
LARGE BRUSHED STEEL	1996	2	570	82734.8646
LARGE BRUSHED STEEL	1996	3	599	83119.9189
LARGE BRUSHED STEEL	1996	4	639	85570.7905
LARGE BRUSHED STEEL	1997	1	566	85373.0387
LARGE BRUSHED STEEL	1997	2	618	82483.1677
LARGE BRUSHED STEEL	1997	3	675	85923.435
LARGE BRUSHED STEEL	1997	4	636	84402.4388
LARGE BRUSHED STEEL	1998	1	612	80102.4226
LARGE BRUSHED STEEL	1998	2	663	83558.851
LARGE BRUSHED STEEL	1998	3	245	87835.7663
LARGE BRUSHED TIN	1992	1	586	84080.841
LARGE BRUSHED TIN	1992	2	620	82585.2262
LARGE BRUSHED TIN	1992	3	625	83665.7953
LARGE BRUSHED TIN	1992	4	585	82249.2606
LARGE BRUSHED TIN	1993	1	630	85184.1058
LARGE BRUSHED TIN	1993	2	596	82989.7434
LARGE BRUSHED TIN	1993	3	571	82057.0375
LARGE BRUSHED TIN	1993	4	603	81496.4798
LARGE BRUSHED TIN	1994	1	585	81006.3735
LARGE BRUSHED TIN	1994	2	600	82038.1338
LARGE BRUSHED TIN	1994	3	594	83302.8526
LARGE BRUSHED TIN	1994	4	609	88287.6418
LARGE BRUSHED TIN	1995	1	602	81234.2695
LARGE BRUSHED TIN	1995	2	655	84471.3025
LARGE BRUSHED TIN	1995	3	635	84625.6303
LARGE BRUSHED TIN	1995	4	625	83037.8557
LARGE BRUSHED TIN	1996	1	590	84828.2149
LARGE BRUSHED TIN	1996	2	581	87079.1884
LARGE BRUSHED TIN	1996	3	648	82239.4593
LARGE BRUSHED TIN	1996	4	597	82468.5144
LARGE BRUSHED TIN	1997	1	595	82375.6986
LARGE BRUSHED TIN	1997	2	559	83093.1474
LARGE BRUSHED TIN	1997	3	562	81864.888
LARGE BRUSHED TIN	1997	4	572	83567.421
LARGE BRUSHED TIN	1998	1	619	83767.8748
LARGE BRUSHED TIN	1998	2	631	79103.0711
LARGE BRUSHED TIN	1998	3	241	87568.9619
LARGE BURNISHED BRASS	1992	1	651	83198.2674
LARGE BURNISHED BRASS	1992	2	620	85525.7308
LARGE BURNISHED BRASS	1992	3	634	85427.5785
LARGE BURNISHED BRASS	1992	4	636	82216.0072
LARGE BURNISHED BRASS	1993	1	633	81391.0234
LARGE BURNISHED BRASS	1993	2	622	83459.3585
LARGE BURNISHED BRASS	1993	3	569	83035.7801
LARGE BURNISHED BRASS	1993	4	613	82899.1473
LARGE BURNISHED BRASS	1994	1	582	83698.4941
LARGE BURNISHED BRASS	1994	2	566	83023.8587
LARGE BURNISHED BRASS	1994	3	603	80555.4602
LARGE BURNISHED BRASS	1994	4	620	82427.0443
LARGE BURNISHED BRASS	1995	1	550	83081.7847
LARGE BURNISHED BRASS	1995	2	656	84971.4321
LARGE BURNISHED BRASS	1995	3	607	83309.5455
LARGE BURNISHED BRASS	1995	4	607	83992.1966
LARGE BURNISHED BRASS	1996	1	690	78861.0931
LARGE BURNISHED BRASS	1996	2	555	85190.5179
LARGE BURNISHED BRASS	1996	3	601	81037.574
LARGE BURNISHED BRASS	1996	4	599	81774.4836
LARGE BURNISHED BRASS	1997	1	621	86060.6983
